time	V(n003)
5.000001212074262e-01	2.401584e-01
5.000001654510603e-01	2.386129e-01
5.000002120882784e-01	2.376093e-01
5.000002480513982e-01	2.370523e-01
5.000002896716164e-01	2.365180e-01
5.000003218953197e-01	2.362048e-01
5.000003553000744e-01	2.359869e-01
5.000003902643193e-01	2.358451e-01
5.000004601928092e-01	2.356978e-01
5.000005722109593e-01	2.356063e-01
5.000007898690497e-01	2.355689e-01
5.000010545515899e-01	2.355649e-01
5.000015839166703e-01	2.355656e-01
5.100000000000000e-01	2.355655e-01
5.100000009999721e-01	2.368416e-01
5.100000029999163e-01	2.394393e-01
5.100000060001116e-01	2.434387e-01
5.100000100000001e-01	2.488751e-01
5.100000103999889e-01	2.489248e-01
5.100000111999665e-01	2.490150e-01
5.100000127999219e-01	2.491584e-01
5.100000159998327e-01	2.493391e-01
5.100000223996541e-01	2.494763e-01
5.100000325781368e-01	2.494270e-01
5.100000437995820e-01	2.492110e-01
5.100000572385507e-01	2.488716e-01
5.100000763864800e-01	2.483523e-01
5.100001146823387e-01	2.473342e-01
5.100001912740562e-01	2.455495e-01
5.100002924978358e-01	2.437615e-01
5.100004017540831e-01	2.425203e-01
5.100005154175491e-01	2.418046e-01
5.100006447863636e-01	2.414048e-01
5.100008020214838e-01	2.411963e-01
5.100010060503488e-01	2.411017e-01
5.100012827876448e-01	2.410691e-01
5.100016951527229e-01	2.410620e-01
5.100023963558207e-01	2.410615e-01
5.199959897587915e-01	2.410616e-01
5.200000000000000e-01	2.410616e-01
5.200000010000000e-01	2.464833e-01
5.200000030000000e-01	2.575156e-01
5.200000060000001e-01	2.744807e-01
5.200000100000001e-01	2.975107e-01
5.200000104000001e-01	2.961721e-01
5.200000112000001e-01	2.934346e-01
5.200000128000001e-01	2.877118e-01
5.200000160000001e-01	2.755777e-01
5.200000200000001e-01	2.596854e-01
5.200000204000002e-01	2.595550e-01
5.200000212000001e-01	2.593029e-01
5.200000228000000e-01	2.588438e-01
5.200000259999998e-01	2.580530e-01
5.200000323999996e-01	2.567018e-01
5.200000451999991e-01	2.543843e-01
5.200000707999980e-01	2.507317e-01
5.200000946068005e-01	2.486352e-01
5.200001165738055e-01	2.477010e-01
5.200001392457810e-01	2.471455e-01
5.200001630581710e-01	2.467963e-01
5.200001790731792e-01	2.467481e-01
5.200002017986048e-01	2.468491e-01
5.200002257734309e-01	2.469762e-01
5.200002517028489e-01	2.470466e-01
5.200002803674463e-01	2.470575e-01
5.200003034608660e-01	2.470510e-01
5.200003353080966e-01	2.470422e-01
5.200003685602845e-01	2.470370e-01
5.200004251368131e-01	2.470335e-01
5.200004986076681e-01	2.470322e-01
5.200015271996379e-01	2.470320e-01
5.300000000000000e-01	2.470320e-01
5.300000010000000e-01	2.483084e-01
5.300000030000001e-01	2.509074e-01
5.300000060000001e-01	2.549103e-01
5.300000100000001e-01	2.603540e-01
5.300000104000001e-01	2.604046e-01
5.300000112000001e-01	2.604969e-01
5.300000128000001e-01	2.606443e-01
5.300000160000001e-01	2.608328e-01
5.300000224000001e-01	2.609842e-01
5.300000325805966e-01	2.609536e-01
5.300000438069230e-01	2.607527e-01
5.300000572296951e-01	2.604254e-01
5.300000761356587e-01	2.599208e-01
5.300001139475858e-01	2.589175e-01
5.300001895714400e-01	2.571424e-01
5.300002903634700e-01	2.553399e-01
5.300003996536986e-01	2.540791e-01
5.300005131548099e-01	2.533521e-01
5.300006422129522e-01	2.529456e-01
5.300007986696492e-01	2.527334e-01
5.300010016000091e-01	2.526366e-01
5.300012761837700e-01	2.526030e-01
5.300016845387957e-01	2.525955e-01
5.300023752647320e-01	2.525950e-01
5.400000000000000e-01	2.525950e-01
5.400000010000000e-01	2.552248e-01
5.400000030000001e-01	2.605781e-01
5.400000060000001e-01	2.688181e-01
5.400000100000001e-01	2.800157e-01
5.400000104000001e-01	2.796140e-01
5.400000112000001e-01	2.787831e-01
5.400000128000001e-01	2.770102e-01
5.400000160000001e-01	2.731865e-01
5.400000200000001e-01	2.681445e-01
5.400000204000002e-01	2.681145e-01
5.400000212000001e-01	2.680565e-01
5.400000228000000e-01	2.679497e-01
5.400000260000000e-01	2.677616e-01
5.400000323999998e-01	2.674280e-01
5.400000451999994e-01	2.667749e-01
5.400000693056698e-01	2.655079e-01
5.400001175170104e-01	2.631643e-01
5.400001615299692e-01	2.615817e-01
5.400002087958189e-01	2.605050e-01
5.400002452852793e-01	2.599065e-01
5.400002872370084e-01	2.593408e-01
5.400003199808747e-01	2.590068e-01
5.400003531976924e-01	2.587792e-01
5.400003880499381e-01	2.586305e-01
5.400004577544296e-01	2.584756e-01
5.400005716962886e-01	2.583773e-01
5.400007837006984e-01	2.583382e-01
5.400010467780170e-01	2.583340e-01
5.400015729326541e-01	2.583346e-01
5.500000000000000e-01	2.583345e-01
5.500000009999721e-01	2.596111e-01
5.500000029999164e-01	2.622102e-01
5.500000060001117e-01	2.662144e-01
5.500000100000001e-01	2.716599e-01
5.500000103999889e-01	2.717110e-01
5.500000111999666e-01	2.718039e-01
5.500000127999219e-01	2.719526e-01
5.500000159998327e-01	2.721440e-01
5.500000223996542e-01	2.723014e-01
5.500000325829242e-01	2.722799e-01
5.500000438141673e-01	2.720880e-01
5.500000572403172e-01	2.717701e-01
5.500000758232020e-01	2.712844e-01
5.500001129889714e-01	2.703102e-01
5.500001873205104e-01	2.685705e-01
5.500002875109474e-01	2.667665e-01
5.500003968324904e-01	2.654847e-01
5.500005100919577e-01	2.647421e-01
5.500006387355842e-01	2.643252e-01
5.500007941559663e-01	2.641069e-01
5.500009956662529e-01	2.640067e-01
5.500012674666022e-01	2.639714e-01
5.500016707546493e-01	2.639635e-01
5.500023483464792e-01	2.639629e-01
5.600000000000001e-01	2.639629e-01
5.600000010000000e-01	2.745440e-01
5.600000030000000e-01	2.960786e-01
5.600000060000000e-01	3.292015e-01
5.600000100000000e-01	3.741705e-01
5.600000104000000e-01	3.709049e-01
5.600000112000000e-01	3.642793e-01
5.600000128000000e-01	3.505996e-01
5.600000160000000e-01	3.215716e-01
5.600000200000002e-01	2.830625e-01
5.600000203304470e-01	2.827637e-01
5.600000209913409e-01	2.821778e-01
5.600000223131286e-01	2.810656e-01
5.600000246563903e-01	2.792555e-01
5.600000293429138e-01	2.761005e-01
5.600000387159607e-01	2.710845e-01
5.600000491265854e-01	2.674389e-01
5.600000603835884e-01	2.653979e-01
5.600000711536780e-01	2.644245e-01
5.600000883067427e-01	2.638896e-01
5.600001051007828e-01	2.643214e-01
5.600001211687926e-01	2.651286e-01
5.600001380232401e-01	2.658326e-01
5.600001589924785e-01	2.664989e-01
5.600001767909270e-01	2.669781e-01
5.600002000661271e-01	2.674975e-01
5.600002241132144e-01	2.678767e-01
5.600002501672993e-01	2.680895e-01
5.600002787160248e-01	2.681782e-01
5.600003016709975e-01	2.682016e-01
5.600003687693637e-01	2.682153e-01
5.700000000000001e-01	2.682165e-01
5.700000010000000e-01	2.694941e-01
5.700000030000001e-01	2.720976e-01
5.700000060000001e-01	2.761133e-01
5.700000100000001e-01	2.815813e-01
5.700000104000001e-01	2.816353e-01
5.700000112000001e-01	2.817339e-01
5.700000128000001e-01	2.818934e-01
5.700000160000002e-01	2.821036e-01
5.700000224000001e-01	2.822893e-01
5.700000325858311e-01	2.822954e-01
5.700000438217619e-01	2.821157e-01
5.700000572349639e-01	2.817973e-01
5.700000756169722e-01	2.813054e-01
5.700001123809887e-01	2.803170e-01
5.700001859090217e-01	2.785623e-01
5.700002857417896e-01	2.767402e-01
5.700003951070842e-01	2.754437e-01
5.700005082351607e-01	2.746937e-01
5.700006366371964e-01	2.742726e-01
5.700007914235431e-01	2.740521e-01
5.700009920561124e-01	2.739503e-01
5.700012621179694e-01	2.739144e-01
5.700016622185613e-01	2.739061e-01
5.700023315452696e-01	2.739055e-01
5.800000000000001e-01	2.739055e-01
5.800000010000000e-01	2.765378e-01
5.800000030000001e-01	2.819004e-01
5.800000060000001e-01	2.901670e-01
5.800000100000001e-01	3.014151e-01
5.800000104000002e-01	3.010200e-01
5.800000112000001e-01	3.002015e-01
5.800000128000001e-01	2.984506e-01
5.800000160000002e-01	2.946610e-01
5.800000200000002e-01	2.896506e-01
5.800000204000002e-01	2.896222e-01
5.800000212000002e-01	2.895674e-01
5.800000228000001e-01	2.894660e-01
5.800000260000000e-01	2.892861e-01
5.800000323999999e-01	2.889622e-01
5.800000451999995e-01	2.883176e-01
5.800000682211421e-01	2.871048e-01
5.800001142634275e-01	2.848286e-01
5.800001580592953e-01	2.832002e-01
5.800002058195313e-01	2.820571e-01
5.800002427551596e-01	2.814219e-01
5.800002849790762e-01	2.808285e-01
5.800003181556129e-01	2.804759e-01
5.800003511995764e-01	2.802403e-01
5.800003859490126e-01	2.800860e-01
5.800004554478850e-01	2.799255e-01
5.800005712153347e-01	2.798215e-01
5.800007780561197e-01	2.797813e-01
5.800010396802747e-01	2.797770e-01
5.800015629285847e-01	2.797776e-01
5.899999600000003e-01	2.797775e-01
5.900000000000001e-01	2.797775e-01
5.900000010000001e-01	2.810553e-01
5.900000030000000e-01	2.836590e-01
5.900000060000000e-01	2.876757e-01
5.900000100000000e-01	2.931458e-01
5.900000104000001e-01	2.932000e-01
5.900000112000000e-01	2.932993e-01
5.900000128000000e-01	2.934602e-01
5.900000160000001e-01	2.936733e-01
5.900000224000000e-01	2.938651e-01
5.900000325894447e-01	2.938805e-01
5.900000438310561e-01	2.937100e-01
5.900000572300061e-01	2.934016e-01
5.900000753847163e-01	2.929263e-01
5.900001116941367e-01	2.919629e-01
5.900001843129775e-01	2.902378e-01
5.900002837454399e-01	2.884158e-01
5.900003931360108e-01	2.871034e-01
5.900005061237396e-01	2.863408e-01
5.900006342460921e-01	2.859111e-01
5.900007883347168e-01	2.856855e-01
5.900009879642697e-01	2.855808e-01
5.900012560851213e-01	2.855436e-01
5.900016525705949e-01	2.855349e-01
5.900023126795484e-01	2.855341e-01
6.000000000000000e-01	2.855342e-01
6.000000009999999e-01	2.909627e-01
6.000000030000000e-01	3.020210e-01
6.000000060000000e-01	3.190616e-01
6.000000100000000e-01	3.422375e-01
6.000000104000001e-01	3.409185e-01
6.000000112000000e-01	3.382183e-01
6.000000128000000e-01	3.325641e-01
6.000000160000001e-01	3.205486e-01
6.000000200000001e-01	3.047837e-01
6.000000204000001e-01	3.046587e-01
6.000000212000001e-01	3.044159e-01
6.000000228000000e-01	3.039705e-01
6.000000259999999e-01	3.031982e-01
6.000000323999998e-01	3.018708e-01
6.000000451999994e-01	2.995751e-01
6.000000707999986e-01	2.959127e-01
6.000000943334225e-01	2.937826e-01
6.000001163991480e-01	2.927497e-01
6.000001385806167e-01	2.921106e-01
6.000001620990082e-01	2.916986e-01
6.000001778565363e-01	2.916268e-01
6.000002031865102e-01	2.917107e-01
6.000002265727307e-01	2.918008e-01
6.000002544075168e-01	2.918421e-01
6.000002832910576e-01	2.918360e-01
6.000003063508146e-01	2.918248e-01
6.000003406874239e-01	2.918135e-01
6.000003761980899e-01	2.918076e-01
6.000004410083241e-01	2.918039e-01
6.000005257701262e-01	2.918028e-01
6.100000000000000e-01	2.918026e-01
6.100000010000000e-01	2.930807e-01
6.100000030000000e-01	2.956857e-01
6.100000060000000e-01	2.997060e-01
6.100000100000000e-01	3.051832e-01
6.100000104000001e-01	3.052385e-01
6.100000112000000e-01	3.053398e-01
6.100000128000000e-01	3.055047e-01
6.100000160000001e-01	3.057258e-01
6.100000224000001e-01	3.059321e-01
6.100000325937265e-01	3.059669e-01
6.100000438415616e-01	3.058124e-01
6.100000572262713e-01	3.055171e-01
6.100000751493846e-01	3.050569e-01
6.100001109956112e-01	3.041093e-01
6.100001826880646e-01	3.023954e-01
6.100002817227586e-01	3.005589e-01
6.100003911396995e-01	2.992266e-01
6.100005039960089e-01	2.984523e-01
6.100006318372330e-01	2.980158e-01
6.100007852306185e-01	2.977864e-01
6.100009838476604e-01	2.976795e-01
6.100012500298204e-01	2.976411e-01
6.100016428935041e-01	2.976320e-01
6.100022938631332e-01	2.976312e-01
6.200000000000001e-01	2.976313e-01
6.200000010000001e-01	3.002643e-01
6.200000030000000e-01	3.056301e-01
6.200000060000000e-01	3.139064e-01
6.200000100000000e-01	3.251738e-01
6.200000104000001e-01	3.247815e-01
6.200000112000000e-01	3.239685e-01
6.200000128000001e-01	3.222283e-01
6.200000160000001e-01	3.184585e-01
6.200000200000001e-01	3.134707e-01
6.200000204000001e-01	3.134443e-01
6.200000212000001e-01	3.133931e-01
6.200000228000000e-01	3.132987e-01
6.200000259999999e-01	3.131307e-01
6.200000323999998e-01	3.128264e-01
6.200000451290785e-01	3.122165e-01
6.200000669986577e-01	3.110964e-01
6.200001107378164e-01	3.089415e-01
6.200001542870234e-01	3.072836e-01
6.200002025493225e-01	3.060683e-01
6.200002399972138e-01	3.053881e-01
6.200002825227161e-01	3.047605e-01
6.200003161735312e-01	3.043852e-01
6.200003490285713e-01	3.041390e-01
6.200003836750919e-01	3.039771e-01
6.200004529681331e-01	3.038082e-01
6.200005711731970e-01	3.036961e-01
6.200007723006561e-01	3.036542e-01
6.200010329013860e-01	3.036497e-01
6.200015428410186e-01	3.036503e-01
6.300000000000000e-01	3.036502e-01
6.300000010000000e-01	3.049283e-01
6.300000029999999e-01	3.075336e-01
6.300000060000001e-01	3.115549e-01
6.300000100000001e-01	3.170341e-01
6.300000104000001e-01	3.170897e-01
6.300000112000000e-01	3.171916e-01
6.300000128000001e-01	3.173580e-01
6.300000160000001e-01	3.175819e-01
6.300000224000001e-01	3.177943e-01
6.300000325984593e-01	3.178386e-01
6.300000438527193e-01	3.176935e-01
6.300000572240735e-01	3.174083e-01
6.300000750006904e-01	3.169624e-01
6.300001105539244e-01	3.160364e-01
6.300001816603922e-01	3.143475e-01
6.300002804665303e-01	3.125130e-01
6.300003899002878e-01	3.111695e-01
6.300005027024947e-01	3.103852e-01
6.300006303731166e-01	3.099417e-01
6.300007833516361e-01	3.097080e-01
6.300009813077527e-01	3.095987e-01
6.300012462421688e-01	3.095592e-01
6.300016366613936e-01	3.095498e-01
6.300022815186133e-01	3.095489e-01
6.400000000000000e-01	3.095490e-01
6.400000010000000e-01	3.963623e-01
6.400000029999999e-01	5.731895e-01
6.400000060000000e-01	8.455269e-01
6.400000100000000e-01	1.215650e+00
6.400000104000000e-01	1.187439e+00
6.400000111999999e-01	1.133852e+00
6.400000128000000e-01	1.036337e+00
6.400000155442294e-01	8.700832e-01
6.400000170926319e-01	7.373253e-01
6.400000185323046e-01	5.622584e-01
6.400000198994629e-01	3.805226e-01
6.400000200000000e-01	3.677692e-01
6.400000204665165e-01	3.502008e-01
6.400000210885385e-01	3.281631e-01
6.400000223325824e-01	2.936231e-01
6.400000243641719e-01	2.595571e-01
6.400000263603818e-01	2.454304e-01
6.400000289204792e-01	2.423493e-01
6.400000317163095e-01	2.462319e-01
6.400000358651917e-01	2.557398e-01
6.400000413112075e-01	2.661614e-01
6.400000506763881e-01	2.776705e-01
6.400000615838759e-01	2.858239e-01
6.400000738106083e-01	2.910978e-01
6.400000865054969e-01	2.943377e-01
6.400001022744897e-01	2.970655e-01
6.400001178093648e-01	2.988643e-01
6.400001357720262e-01	3.000867e-01
6.400001557888922e-01	3.009337e-01
6.400001731977778e-01	3.014745e-01
6.400001962230213e-01	3.020239e-01
6.400002203209967e-01	3.024112e-01
6.400002465353261e-01	3.026182e-01
6.400002749147679e-01	3.026987e-01
6.400003322518512e-01	3.027285e-01
6.500000000000000e-01	3.027322e-01
6.500000010000000e-01	3.040589e-01
6.500000030000000e-01	3.068080e-01
6.500000060000001e-01	3.111095e-01
6.500000100000001e-01	3.169899e-01
6.500000104000001e-01	3.170713e-01
6.500000112000001e-01	3.172062e-01
6.500000128000001e-01	3.173799e-01
6.500000160000001e-01	3.175234e-01
6.500000224000001e-01	3.175268e-01
6.500000329230290e-01	3.173240e-01
6.500000580612446e-01	3.166523e-01
6.500000748790037e-01	3.161735e-01
6.500001085145218e-01	3.152409e-01
6.500001757855582e-01	3.135843e-01
6.500002715279505e-01	3.117504e-01
6.500003807849009e-01	3.103569e-01
6.500004923814988e-01	3.095429e-01
6.500006195237210e-01	3.090765e-01
6.500007688374326e-01	3.088327e-01
6.500009633043996e-01	3.087161e-01
6.500012197249986e-01	3.086732e-01
6.500015982748832e-01	3.086625e-01
6.500022093815602e-01	3.086613e-01
6.600000000000000e-01	3.086614e-01
6.600000010000000e-01	3.113945e-01
6.600000030000001e-01	3.170572e-01
6.600000060000001e-01	3.259123e-01
6.600000100000001e-01	3.380096e-01
6.600000104000001e-01	3.376609e-01
6.600000112000001e-01	3.368807e-01
6.600000128000001e-01	3.350383e-01
6.600000160000001e-01	3.308062e-01
6.600000200000001e-01	3.251151e-01
6.600000204000002e-01	3.250333e-01
6.600000212000001e-01	3.248926e-01
6.600000228000000e-01	3.246889e-01
6.600000260000000e-01	3.244339e-01
6.600000323999998e-01	3.240937e-01
6.600000450119365e-01	3.234701e-01
6.600000663477539e-01	3.223338e-01
6.600001090193884e-01	3.201683e-01
6.600001524321516e-01	3.184841e-01
6.600002009386658e-01	3.172445e-01
6.600002387038222e-01	3.165463e-01
6.600002814063438e-01	3.159043e-01
6.600003153333148e-01	3.155213e-01
6.600003480987214e-01	3.152746e-01
6.600003827112813e-01	3.151127e-01
6.600004519364008e-01	3.149441e-01
6.600005718298139e-01	3.148309e-01
6.600007701303798e-01	3.147896e-01
6.600010310010879e-01	3.147853e-01
6.600015335414412e-01	3.147858e-01
6.605151297825714e-01	3.147857e-01
6.700000000000000e-01	3.147857e-01
6.700000010000000e-01	3.161124e-01
6.700000030000001e-01	3.188618e-01
6.700000060000001e-01	3.231643e-01
6.700000100000001e-01	3.290472e-01
6.700000104000001e-01	3.291289e-01
6.700000112000001e-01	3.292647e-01
6.700000128000001e-01	3.294401e-01
6.700000160000001e-01	3.295871e-01
6.700000224000001e-01	3.295975e-01
6.700000329265736e-01	3.294048e-01
6.700000444138262e-01	3.291209e-01
6.700000580532857e-01	3.287533e-01
6.700000746848863e-01	3.282896e-01
6.700001079480875e-01	3.273798e-01
6.700001744744900e-01	3.257517e-01
6.700002711023514e-01	3.239005e-01
6.700003805161960e-01	3.224984e-01
6.700004925121981e-01	3.216761e-01
6.700006188785843e-01	3.212082e-01
6.700007686743631e-01	3.209609e-01
6.700009624023872e-01	3.208429e-01
6.700012193393938e-01	3.207992e-01
6.700015958705854e-01	3.207883e-01
6.700022065569693e-01	3.207871e-01
6.800000000000000e-01	3.207872e-01
6.800000010000000e-01	3.264236e-01
6.800000030000001e-01	3.381002e-01
6.800000060000001e-01	3.563542e-01
6.800000100000001e-01	3.812814e-01
6.800000104000001e-01	3.800483e-01
6.800000112000001e-01	3.773928e-01
6.800000128000001e-01	3.714371e-01
6.800000160000002e-01	3.582292e-01
6.800000200000001e-01	3.406987e-01
6.800000204000002e-01	3.404383e-01
6.800000212000001e-01	3.399842e-01
6.800000228000000e-01	3.393130e-01
6.800000260000000e-01	3.384457e-01
6.800000323999998e-01	3.372432e-01
6.800000451999995e-01	3.351528e-01
6.800000707999987e-01	3.315925e-01
6.800000940899373e-01	3.294947e-01
6.800001163090034e-01	3.284277e-01
6.800001386961867e-01	3.277355e-01
6.800001621613742e-01	3.273011e-01
6.800001778770145e-01	3.272284e-01
6.800002028964081e-01	3.273039e-01
6.800002270616061e-01	3.273737e-01
6.800002582244536e-01	3.273896e-01
6.800002885197426e-01	3.273700e-01
6.800003154734716e-01	3.273544e-01
6.800003478855965e-01	3.273441e-01
6.800003908782535e-01	3.273382e-01
6.800004622261783e-01	3.273352e-01
6.800005784645636e-01	3.273344e-01
6.900000000000001e-01	3.273343e-01
6.900000010000000e-01	3.286613e-01
6.900000030000001e-01	3.314120e-01
6.900000060000001e-01	3.357186e-01
6.900000100000001e-01	3.416096e-01
6.900000104000001e-01	3.416925e-01
6.900000112000001e-01	3.418307e-01
6.900000128000001e-01	3.420109e-01
6.900000160000002e-01	3.421671e-01
6.900000224000001e-01	3.421936e-01
6.900000329307368e-01	3.420220e-01
6.900000444238020e-01	3.417546e-01
6.900000580463144e-01	3.414001e-01
6.900000744876768e-01	3.409495e-01
6.900001073704015e-01	3.400533e-01
6.900001731358510e-01	3.384339e-01
6.900002682821078e-01	3.365881e-01
6.900003776145560e-01	3.351622e-01
6.900004890394473e-01	3.343257e-01
6.900006157528459e-01	3.338448e-01
6.900007640578290e-01	3.335925e-01
6.900009569667633e-01	3.334709e-01
6.900012104817803e-01	3.334256e-01
6.900015834783627e-01	3.334140e-01
6.900021812305083e-01	3.334127e-01
7.000000000000001e-01	3.334127e-01
7.000000010000000e-01	3.361466e-01
7.000000030000001e-01	3.418124e-01
7.000000060000001e-01	3.506782e-01
7.000000100000001e-01	3.627978e-01
7.000000104000001e-01	3.624523e-01
7.000000112000001e-01	3.616789e-01
7.000000128000001e-01	3.598495e-01
7.000000160000002e-01	3.556408e-01
7.000000200000002e-01	3.499756e-01
7.000000204000002e-01	3.498957e-01
7.000000212000002e-01	3.497587e-01
7.000000228000001e-01	3.495618e-01
7.000000260000000e-01	3.493186e-01
7.000000323999999e-01	3.489980e-01
7.000000447209138e-01	3.484199e-01
7.000000648932032e-01	3.473774e-01
7.000001052377819e-01	3.453382e-01
7.000001483561471e-01	3.436249e-01
7.000001973869227e-01	3.423068e-01
7.000002358959276e-01	3.415551e-01
7.000002790051012e-01	3.408751e-01
7.000003135438140e-01	3.404666e-01
7.000003461137283e-01	3.402094e-01
7.000003806689962e-01	3.400396e-01
7.000004497795319e-01	3.398632e-01
7.000005748078836e-01	3.397399e-01
7.000007663771454e-01	3.396980e-01
7.000010294887931e-01	3.396939e-01
7.000015157740753e-01	3.396942e-01
7.100000000000001e-01	3.396942e-01
7.100000010000000e-01	3.410212e-01
7.100000030000001e-01	3.437721e-01
7.100000060000001e-01	3.480798e-01
7.100000100000001e-01	3.539731e-01
7.100000104000002e-01	3.540564e-01
7.100000112000001e-01	3.541954e-01
7.100000128000001e-01	3.543774e-01
7.100000160000002e-01	3.545372e-01
7.100000224000002e-01	3.545706e-01
7.100000329353476e-01	3.544093e-01
7.100000444344070e-01	3.541518e-01
7.100000580409646e-01	3.538080e-01
7.100000743245334e-01	3.533717e-01
7.100001068916710e-01	3.524972e-01
7.100001720259462e-01	3.509054e-01
7.100002680665711e-01	3.490441e-01
7.100003775411432e-01	3.476115e-01
7.100004893745329e-01	3.467674e-01
7.100006153905164e-01	3.462853e-01
7.100007642130097e-01	3.460297e-01
7.100009565015990e-01	3.459068e-01
7.100012106404848e-01	3.458607e-01
7.100015819816677e-01	3.458489e-01
7.100021798693216e-01	3.458476e-01
7.200000000000000e-01	3.458477e-01
7.200000009999999e-01	3.568470e-01
7.200000030000000e-01	3.796379e-01
7.200000060000000e-01	4.152772e-01
7.200000100000000e-01	4.639556e-01
7.200000104000001e-01	4.608859e-01
7.200000112000000e-01	4.543833e-01
7.200000128000000e-01	4.401501e-01
7.200000160000001e-01	4.088483e-01
7.200000200000002e-01	3.669526e-01
7.200000204000002e-01	3.662969e-01
7.200000212000002e-01	3.651411e-01
7.200000228000002e-01	3.633418e-01
7.200000253884311e-01	3.612517e-01
7.200000305652929e-01	3.582085e-01
7.200000409190166e-01	3.535686e-01
7.200000516864562e-01	3.503433e-01
7.200000625304595e-01	3.484775e-01
7.200000748317981e-01	3.472304e-01
7.200000912926471e-01	3.466792e-01
7.200001060733520e-01	3.470782e-01
7.200001225721592e-01	3.477968e-01
7.200001400452792e-01	3.484097e-01
7.200001635443467e-01	3.490946e-01
7.200001871939279e-01	3.496961e-01
7.200002085177628e-01	3.501042e-01
7.200002336968605e-01	3.503770e-01
7.200002607464876e-01	3.504976e-01
7.200002873696012e-01	3.505362e-01
7.200003170391739e-01	3.505495e-01
7.200004652111556e-01	3.505555e-01
7.300000000000001e-01	3.505555e-01
7.300000010000001e-01	3.518837e-01
7.300000030000000e-01	3.546391e-01
7.300000060000000e-01	3.589600e-01
7.300000100000000e-01	3.648787e-01
7.300000104000001e-01	3.649654e-01
7.300000112000000e-01	3.651111e-01
7.300000128000000e-01	3.653057e-01
7.300000160000001e-01	3.654875e-01
7.300000224000001e-01	3.655529e-01
7.300000329396255e-01	3.654221e-01
7.300000444440783e-01	3.651764e-01
7.300000580367655e-01	3.648304e-01
7.300000743038162e-01	3.643828e-01
7.300001068379176e-01	3.634850e-01
7.300001719061204e-01	3.618636e-01
7.300002669166198e-01	3.600005e-01
7.300003762484010e-01	3.585578e-01
7.300004877490278e-01	3.577088e-01
7.300006142376074e-01	3.572204e-01
7.300007622189258e-01	3.569634e-01
7.300009543081269e-01	3.568390e-01
7.300012065590364e-01	3.567924e-01
7.300015765569988e-01	3.567803e-01
7.300021676698815e-01	3.567788e-01
7.396553599960172e-01	3.567789e-01
7.400000000000001e-01	3.567789e-01
7.400000010000001e-01	3.595152e-01
7.400000030000000e-01	3.651909e-01
7.400000060000000e-01	3.740862e-01
7.400000100000000e-01	3.862631e-01
7.400000104000001e-01	3.859254e-01
7.400000112000000e-01	3.851669e-01
7.400000128000001e-01	3.833640e-01
7.400000160000001e-01	3.791962e-01
7.400000200000001e-01	3.735679e-01
7.400000204000001e-01	3.734898e-01
7.400000212000001e-01	3.733560e-01
7.400000228000000e-01	3.731643e-01
7.400000259999999e-01	3.729285e-01
7.400000323999998e-01	3.726166e-01
7.400000444615832e-01	3.720594e-01
7.400000636161305e-01	3.710707e-01
7.400001019252250e-01	3.691069e-01
7.400001447701662e-01	3.673509e-01
7.400001941988107e-01	3.659591e-01
7.400002333423524e-01	3.651590e-01
7.400002767934579e-01	3.644454e-01
7.400003118692227e-01	3.640137e-01
7.400003442599683e-01	3.637480e-01
7.400003787715879e-01	3.635721e-01
7.400004477948269e-01	3.633904e-01
7.400005800021222e-01	3.632576e-01
7.400007643532653e-01	3.632163e-01
7.400010321393334e-01	3.632128e-01
7.400095730540448e-01	3.632129e-01
7.400181139687562e-01	3.632130e-01
7.400266548834675e-01	3.632131e-01
7.400351957981790e-01	3.632131e-01
7.400437367128904e-01	3.632131e-01
7.400522776276017e-01	3.632131e-01
7.400608185423131e-01	3.632130e-01
7.500000000000000e-01	3.632130e-01
7.500000010000000e-01	3.645412e-01
7.500000029999999e-01	3.672969e-01
7.500000060000001e-01	3.716188e-01
7.500000100000001e-01	3.775398e-01
7.500000104000001e-01	3.776269e-01
7.500000112000000e-01	3.777733e-01
7.500000128000001e-01	3.779697e-01
7.500000160000001e-01	3.781551e-01
7.500000224000001e-01	3.782276e-01
7.500000329452690e-01	3.781073e-01
7.500000444563436e-01	3.778719e-01
7.500000580339581e-01	3.775369e-01
7.500000742819369e-01	3.771001e-01
7.500001067778945e-01	3.762176e-01
7.500001717698098e-01	3.746135e-01
7.500002679343378e-01	3.727366e-01
7.500003773956918e-01	3.712954e-01
7.500004894202053e-01	3.704439e-01
7.500006153966010e-01	3.699575e-01
7.500007642929751e-01	3.696990e-01
7.500009562908974e-01	3.695745e-01
7.500012101283426e-01	3.695276e-01
7.500015801421636e-01	3.695156e-01
7.500021752883530e-01	3.695142e-01
7.600000000000000e-01	3.695142e-01
7.600000010000000e-01	3.751571e-01
7.600000030000000e-01	3.868607e-01
7.600000060000001e-01	4.051981e-01
7.600000100000001e-01	4.302907e-01
7.600000104000001e-01	4.290807e-01
7.600000112000000e-01	4.264700e-01
7.600000128000001e-01	4.205966e-01
7.600000160000001e-01	4.075287e-01
7.600000200000001e-01	3.901469e-01
7.600000204000001e-01	3.898934e-01
7.600000212000001e-01	3.894505e-01
7.600000228000000e-01	3.887933e-01
7.600000259999999e-01	3.879412e-01
7.600000323999998e-01	3.867580e-01
7.600000451999994e-01	3.846778e-01
7.600000681735167e-01	3.814019e-01
