Freq.	V(nc_01)
4.72063041263574e+00	(-1.51175230904354e+01dB,-1.40127907597174e-01°)
4.73151258961464e+00	(-1.51175232103394e+01dB,-1.40450934492971e-01°)
4.74241985260228e+00	(-1.51175233307968e+01dB,-1.40774706033717e-01°)
4.75335225942788e+00	(-1.51175234518102e+01dB,-1.41099223935920e-01°)
4.76430986805399e+00	(-1.51175235733822e+01dB,-1.41424489920071e-01°)
4.77529273657674e+00	(-1.51175236955153e+01dB,-1.41750505710596e-01°)
4.78630092322621e+00	(-1.51175238182122e+01dB,-1.42077273035934e-01°)
4.79733448636672e+00	(-1.51175239414754e+01dB,-1.42404793628479e-01°)
4.80839348449711e+00	(-1.51175240653075e+01dB,-1.42733069224630e-01°)
4.81947797625110e+00	(-1.51175241897113e+01dB,-1.43062101564770e-01°)
4.83058802039755e+00	(-1.51175243146892e+01dB,-1.43391892393328e-01°)
4.84172367584082e+00	(-1.51175244402440e+01dB,-1.43722443458718e-01°)
4.85288500162103e+00	(-1.51175245663784e+01dB,-1.44053756513418e-01°)
4.86407205691444e+00	(-1.51175246930949e+01dB,-1.44385833313925e-01°)
4.87528490103369e+00	(-1.51175248203964e+01dB,-1.44718675620778e-01°)
4.88652359342816e+00	(-1.51175249482854e+01dB,-1.45052285198594e-01°)
4.89778819368428e+00	(-1.51175250767648e+01dB,-1.45386663816037e-01°)
4.90907876152585e+00	(-1.51175252058372e+01dB,-1.45721813245867e-01°)
4.92039535681433e+00	(-1.51175253355053e+01dB,-1.46057735264910e-01°)
4.93173803954918e+00	(-1.51175254657720e+01dB,-1.46394431654111e-01°)
4.94310686986817e+00	(-1.51175255966399e+01dB,-1.46731904198509e-01°)
4.95450190804772e+00	(-1.51175257281119e+01dB,-1.47070154687243e-01°)
4.96592321450318e+00	(-1.51175258601908e+01dB,-1.47409184913600e-01°)
4.97737084978918e+00	(-1.51175259928793e+01dB,-1.47748996674993e-01°)
4.98884487459994e+00	(-1.51175261261802e+01dB,-1.48089591772964e-01°)
5.00034534976960e+00	(-1.51175262600964e+01dB,-1.48430972013213e-01°)
5.01187233627254e+00	(-1.51175263946308e+01dB,-1.48773139205630e-01°)
5.02342589522368e+00	(-1.51175265297861e+01dB,-1.49116095164221e-01°)
5.03500608787886e+00	(-1.51175266655653e+01dB,-1.49459841707224e-01°)
5.04661297563510e+00	(-1.51175268019712e+01dB,-1.49804380657064e-01°)
5.05824662003095e+00	(-1.51175269390067e+01dB,-1.50149713840337e-01°)
5.06990708274685e+00	(-1.51175270766748e+01dB,-1.50495843087858e-01°)
5.08159442560541e+00	(-1.51175272149782e+01dB,-1.50842770234692e-01°)
5.09330871057176e+00	(-1.51175273539201e+01dB,-1.51190497120084e-01°)
5.10504999975387e+00	(-1.51175274935033e+01dB,-1.51539025587559e-01°)
5.11681835540289e+00	(-1.51175276337307e+01dB,-1.51888357484883e-01°)
5.12861383991346e+00	(-1.51175277746055e+01dB,-1.52238494664063e-01°)
5.14043651582407e+00	(-1.51175279161304e+01dB,-1.52589438981387e-01°)
5.15228644581737e+00	(-1.51175280583086e+01dB,-1.52941192297425e-01°)
5.16416369272052e+00	(-1.51175282011431e+01dB,-1.53293756477035e-01°)
5.17606831950548e+00	(-1.51175283446368e+01dB,-1.53647133389373e-01°)
5.18800038928941e+00	(-1.51175284887929e+01dB,-1.54001324907890e-01°)
5.19995996533496e+00	(-1.51175286336144e+01dB,-1.54356332910364e-01°)
5.21194711105061e+00	(-1.51175287791044e+01dB,-1.54712159278924e-01°)
5.22396188999100e+00	(-1.51175289252658e+01dB,-1.55068805899992e-01°)
5.23600436585730e+00	(-1.51175290721020e+01dB,-1.55426274664381e-01°)
5.24807460249753e+00	(-1.51175292196159e+01dB,-1.55784567467231e-01°)
5.26017266390686e+00	(-1.51175293678106e+01dB,-1.56143686208071e-01°)
5.27229861422803e+00	(-1.51175295166894e+01dB,-1.56503632790786e-01°)
5.28445251775160e+00	(-1.51175296662554e+01dB,-1.56864409123684e-01°)
5.29663443891638e+00	(-1.51175298165118e+01dB,-1.57226017119439e-01°)
5.30884444230968e+00	(-1.51175299674617e+01dB,-1.57588458695137e-01°)
5.32108259266774e+00	(-1.51175301191084e+01dB,-1.57951735772308e-01°)
5.33334895487600e+00	(-1.51175302714550e+01dB,-1.58315850276890e-01°)
5.34564359396951e+00	(-1.51175304245048e+01dB,-1.58680804139254e-01°)
5.35796657513321e+00	(-1.51175305782610e+01dB,-1.59046599294245e-01°)
5.37031796370232e+00	(-1.51175307327270e+01dB,-1.59413237681135e-01°)
5.38269782516268e+00	(-1.51175308879059e+01dB,-1.59780721243702e-01°)
5.39510622515107e+00	(-1.51175310438011e+01dB,-1.60149051930181e-01°)
5.40754322945560e+00	(-1.51175312004159e+01dB,-1.60518231693299e-01°)
5.42000890401603e+00	(-1.51175313577536e+01dB,-1.60888262490283e-01°)
5.43250331492412e+00	(-1.51175315158175e+01dB,-1.61259146282907e-01°)
5.44502652842400e+00	(-1.51175316746109e+01dB,-1.61630885037380e-01°)
5.45757861091250e+00	(-1.51175318341374e+01dB,-1.62003480724538e-01°)
5.47015962893950e+00	(-1.51175319944001e+01dB,-1.62376935319727e-01°)
5.48276964920832e+00	(-1.51175321554026e+01dB,-1.62751250802818e-01°)
5.49540873857603e+00	(-1.51175323171483e+01dB,-1.63126429158261e-01°)
5.50807696405382e+00	(-1.51175324796405e+01dB,-1.63502472375105e-01°)
5.52077439280736e+00	(-1.51175326428828e+01dB,-1.63879382446954e-01°)
5.53350109215715e+00	(-1.51175328068785e+01dB,-1.64257161372026e-01°)
5.54625712957889e+00	(-1.51175329716312e+01dB,-1.64635811153123e-01°)
5.55904257270382e+00	(-1.51175331371444e+01dB,-1.65015333797689e-01°)
5.57185748931908e+00	(-1.51175333034215e+01dB,-1.65395731317776e-01°)
5.58470194736809e+00	(-1.51175334704661e+01dB,-1.65777005730076e-01°)
5.59757601495088e+00	(-1.51175336382818e+01dB,-1.66159159055941e-01°)
5.61047976032448e+00	(-1.51175338068720e+01dB,-1.66542193321363e-01°)
5.62341325190327e+00	(-1.51175339762404e+01dB,-1.66926110557024e-01°)
5.63637655825932e+00	(-1.51175341463906e+01dB,-1.67310912798278e-01°)
5.64936974812280e+00	(-1.51175343173262e+01dB,-1.67696602085168e-01°)
5.66239289038231e+00	(-1.51175344890507e+01dB,-1.68083180462429e-01°)
5.67544605408525e+00	(-1.51175346615679e+01dB,-1.68470649979528e-01°)
5.68852930843819e+00	(-1.51175348348814e+01dB,-1.68859012690652e-01°)
5.70164272280725e+00	(-1.51175350089949e+01dB,-1.69248270654722e-01°)
5.71478636671844e+00	(-1.51175351839120e+01dB,-1.69638425935389e-01°)
5.72796030985806e+00	(-1.51175353596365e+01dB,-1.70029480601078e-01°)
5.74116462207305e+00	(-1.51175355361721e+01dB,-1.70421436724975e-01°)
5.75439937337134e+00	(-1.51175357135225e+01dB,-1.70814296385061e-01°)
5.76766463392228e+00	(-1.51175358916916e+01dB,-1.71208061664058e-01°)
5.78096047405695e+00	(-1.51175360706830e+01dB,-1.71602734649553e-01°)
5.79428696426858e+00	(-1.51175362505006e+01dB,-1.71998317433906e-01°)
5.80764417521289e+00	(-1.51175364311482e+01dB,-1.72394812114290e-01°)
5.82103217770848e+00	(-1.51175366126296e+01dB,-1.72792220792744e-01°)
5.83445104273721e+00	(-1.51175367949487e+01dB,-1.73190545576140e-01°)
5.84790084144457e+00	(-1.51175369781094e+01dB,-1.73589788576186e-01°)
5.86138164514005e+00	(-1.51175371621154e+01dB,-1.73989951909483e-01°)
5.87489352529753e+00	(-1.51175373469708e+01dB,-1.74391037697509e-01°)
5.88843655355565e+00	(-1.51175375326794e+01dB,-1.74793048066607e-01°)
5.90201080171820e+00	(-1.51175377192453e+01dB,-1.75195985148045e-01°)
5.91561634175450e+00	(-1.51175379066722e+01dB,-1.75599851077997e-01°)
5.92925324579975e+00	(-1.51175380949643e+01dB,-1.76004647997565e-01°)
5.94292158615548e+00	(-1.51175382841255e+01dB,-1.76410378052775e-01°)
5.95662143528986e+00	(-1.51175384741598e+01dB,-1.76817043394602e-01°)
5.97035286583812e+00	(-1.51175386650712e+01dB,-1.77224646178976e-01°)
5.98411595060295e+00	(-1.51175388568639e+01dB,-1.77633188566816e-01°)
5.99791076255485e+00	(-1.51175390495418e+01dB,-1.78042672724008e-01°)
6.01173737483253e+00	(-1.51175392431090e+01dB,-1.78453100821405e-01°)
6.02559586074333e+00	(-1.51175394375698e+01dB,-1.78864475034899e-01°)
6.03948629376355e+00	(-1.51175396329281e+01dB,-1.79276797545400e-01°)
6.05340874753888e+00	(-1.51175398291881e+01dB,-1.79690070538828e-01°)
6.06736329588480e+00	(-1.51175400263540e+01dB,-1.80104296206118e-01°)
6.08135001278693e+00	(-1.51175402244300e+01dB,-1.80519476743299e-01°)
6.09536897240144e+00	(-1.51175404234202e+01dB,-1.80935614351447e-01°)
6.10942024905547e+00	(-1.51175406233290e+01dB,-1.81352711236698e-01°)
6.12350391724748e+00	(-1.51175408241604e+01dB,-1.81770769610286e-01°)
6.13762005164769e+00	(-1.51175410259189e+01dB,-1.82189791688529e-01°)
6.15176872709842e+00	(-1.51175412286086e+01dB,-1.82609779692874e-01°)
6.16595001861456e+00	(-1.51175414322339e+01dB,-1.83030735849856e-01°)
6.18016400138390e+00	(-1.51175416367991e+01dB,-1.83452662391176e-01°)
6.19441075076755e+00	(-1.51175418423084e+01dB,-1.83875561553672e-01°)
6.20869034230037e+00	(-1.51175420487664e+01dB,-1.84299435579296e-01°)
6.22300285169133e+00	(-1.51175422561773e+01dB,-1.84724286715231e-01°)
6.23734835482393e+00	(-1.51175424645456e+01dB,-1.85150117213793e-01°)
6.25172692775659e+00	(-1.51175426738757e+01dB,-1.85576929332509e-01°)
6.26613864672309e+00	(-1.51175428841719e+01dB,-1.86004725334109e-01°)
6.28058358813291e+00	(-1.51175430954389e+01dB,-1.86433507486538e-01°)
6.29506182857171e+00	(-1.51175433076809e+01dB,-1.86863278062952e-01°)
6.30957344480166e+00	(-1.51175435209027e+01dB,-1.87294039341761e-01°)
6.32411851376192e+00	(-1.51175437351086e+01dB,-1.87725793606629e-01°)
6.33869711256900e+00	(-1.51175439503032e+01dB,-1.88158543146473e-01°)
6.35330931851717e+00	(-1.51175441664912e+01dB,-1.88592290255488e-01°)
6.36795520907889e+00	(-1.51175443836770e+01dB,-1.89027037233169e-01°)
6.38263486190521e+00	(-1.51175446018652e+01dB,-1.89462786384298e-01°)
6.39734835482621e+00	(-1.51175448210606e+01dB,-1.89899540018963e-01°)
6.41209576585134e+00	(-1.51175450412677e+01dB,-1.90337300452597e-01°)
6.42687717316992e+00	(-1.51175452624912e+01dB,-1.90776070005957e-01°)
6.44169265515150e+00	(-1.51175454847359e+01dB,-1.91215851005139e-01°)
6.45654229034628e+00	(-1.51175457080063e+01dB,-1.91656645781622e-01°)
6.47142615748555e+00	(-1.51175459323073e+01dB,-1.92098456672235e-01°)
6.48634433548210e+00	(-1.51175461576437e+01dB,-1.92541286019212e-01°)
6.50129690343063e+00	(-1.51175463840201e+01dB,-1.92985136170183e-01°)
6.51628394060814e+00	(-1.51175466114414e+01dB,-1.93430009478179e-01°)
6.53130552647444e+00	(-1.51175468399125e+01dB,-1.93875908301666e-01°)
6.54636174067247e+00	(-1.51175470694381e+01dB,-1.94322835004528e-01°)
6.56145266302877e+00	(-1.51175473000231e+01dB,-1.94770791956119e-01°)
6.57657837355392e+00	(-1.51175475316725e+01dB,-1.95219781531240e-01°)
6.59173895244293e+00	(-1.51175477643910e+01dB,-1.95669806110162e-01°)
6.60693448007567e+00	(-1.51175479981838e+01dB,-1.96120868078654e-01°)
6.62216503701733e+00	(-1.51175482330557e+01dB,-1.96572969827976e-01°)
6.63743070401880e+00	(-1.51175484690117e+01dB,-1.97026113754896e-01°)
6.65273156201712e+00	(-1.51175487060568e+01dB,-1.97480302261725e-01°)
6.66806769213593e+00	(-1.51175489441960e+01dB,-1.97935537756301e-01°)
6.68343917568585e+00	(-1.51175491834344e+01dB,-1.98391822651974e-01°)
6.69884609416497e+00	(-1.51175494237771e+01dB,-1.98849159367725e-01°)
6.71428852925923e+00	(-1.51175496652291e+01dB,-1.99307550328067e-01°)
6.72976656284288e+00	(-1.51175499077956e+01dB,-1.99766997963084e-01°)
6.74528027697892e+00	(-1.51175501514818e+01dB,-2.00227504708520e-01°)
6.76082975391952e+00	(-1.51175503962927e+01dB,-2.00689073005674e-01°)
6.77641507610645e+00	(-1.51175506422336e+01dB,-2.01151705301516e-01°)
6.79203632617155e+00	(-1.51175508893097e+01dB,-2.01615404048598e-01°)
6.80769358693711e+00	(-1.51175511375263e+01dB,-2.02080171705207e-01°)
6.82338694141639e+00	(-1.51175513868885e+01dB,-2.02546010735221e-01°)
6.83911647281399e+00	(-1.51175516374018e+01dB,-2.03012923608244e-01°)
6.85488226452631e+00	(-1.51175518890713e+01dB,-2.03480912799532e-01°)
6.87068440014202e+00	(-1.51175521419025e+01dB,-2.03949980790076e-01°)
6.88652296344245e+00	(-1.51175523959007e+01dB,-2.04420130066591e-01°)
6.90239803840211e+00	(-1.51175526510712e+01dB,-2.04891363121487e-01°)
6.91830970918906e+00	(-1.51175529074196e+01dB,-2.05363682452960e-01°)
6.93425806016538e+00	(-1.51175531649512e+01dB,-2.05837090564921e-01°)
6.95024317588766e+00	(-1.51175534236715e+01dB,-2.06311589967095e-01°)
6.96626514110738e+00	(-1.51175536835860e+01dB,-2.06787183174955e-01°)
6.98232404077140e+00	(-1.51175539447002e+01dB,-2.07263872709801e-01°)
6.99841996002242e+00	(-1.51175542070196e+01dB,-2.07741661098727e-01°)
7.01455298419940e+00	(-1.51175544705498e+01dB,-2.08220550874625e-01°)
7.03072319883802e+00	(-1.51175547352964e+01dB,-2.08700544576295e-01°)
7.04693068967115e+00	(-1.51175550012649e+01dB,-2.09181644748314e-01°)
7.06317554262930e+00	(-1.51175552684612e+01dB,-2.09663853941178e-01°)
7.07945784384106e+00	(-1.51175555368907e+01dB,-2.10147174711239e-01°)
7.09577767963357e+00	(-1.51175558065592e+01dB,-2.10631609620728e-01°)
7.11213513653297e+00	(-1.51175560774725e+01dB,-2.11117161237786e-01°)
7.12853030126487e+00	(-1.51175563496362e+01dB,-2.11603832136492e-01°)
7.14496326075481e+00	(-1.51175566230561e+01dB,-2.12091624896856e-01°)
7.16143410212869e+00	(-1.51175568977381e+01dB,-2.12580542104816e-01°)
7.17794291271329e+00	(-1.51175571736879e+01dB,-2.13070586352259e-01°)
7.19448978003667e+00	(-1.51175574509115e+01dB,-2.13561760237096e-01°)
7.21107479182867e+00	(-1.51175577294146e+01dB,-2.14054066363165e-01°)
7.22769803602137e+00	(-1.51175580092032e+01dB,-2.14547507340357e-01°)
7.24435960074957e+00	(-1.51175582902833e+01dB,-2.15042085784524e-01°)
7.26105957435121e+00	(-1.51175585726607e+01dB,-2.15537804317609e-01°)
7.27779804536791e+00	(-1.51175588563415e+01dB,-2.16034665567557e-01°)
7.29457510254535e+00	(-1.51175591413317e+01dB,-2.16532672168356e-01°)
7.31139083483384e+00	(-1.51175594276373e+01dB,-2.17031826760116e-01°)
7.32824533138870e+00	(-1.51175597152645e+01dB,-2.17532131988989e-01°)
7.34513868157081e+00	(-1.51175600042192e+01dB,-2.18033590507242e-01°)
7.36207097494702e+00	(-1.51175602945077e+01dB,-2.18536204973245e-01°)
7.37904230129067e+00	(-1.51175605861361e+01dB,-2.19039978051499e-01°)
7.39605275058204e+00	(-1.51175608791106e+01dB,-2.19544912412644e-01°)
7.41310241300883e+00	(-1.51175611734373e+01dB,-2.20051010733510e-01°)
7.43019137896667e+00	(-1.51175614691226e+01dB,-2.20558275697025e-01°)
7.44731973905954e+00	(-1.51175617661727e+01dB,-2.21066709992340e-01°)
7.46448758410032e+00	(-1.51175620645939e+01dB,-2.21576316314823e-01°)
7.48169500511120e+00	(-1.51175623643925e+01dB,-2.22087097366037e-01°)
7.49894209332421e+00	(-1.51175626655749e+01dB,-2.22599055853760e-01°)
7.51622894018170e+00	(-1.51175629681474e+01dB,-2.23112194491988e-01°)
7.53355563733682e+00	(-1.51175632721166e+01dB,-2.23626516001053e-01°)
7.55092227665399e+00	(-1.51175635774888e+01dB,-2.24142023107475e-01°)
7.56832895020939e+00	(-1.51175638842705e+01dB,-2.24658718544099e-01°)
7.58577575029148e+00	(-1.51175641924682e+01dB,-2.25176605050031e-01°)
7.60326276940146e+00	(-1.51175645020885e+01dB,-2.25695685370752e-01°)
7.62079010025376e+00	(-1.51175648131379e+01dB,-2.26215962258024e-01°)
7.63835783577655e+00	(-1.51175651256230e+01dB,-2.26737438469925e-01°)
7.65596606911220e+00	(-1.51175654395505e+01dB,-2.27260116770974e-01°)
7.67361489361783e+00	(-1.51175657549269e+01dB,-2.27783999931989e-01°)
7.69130440286573e+00	(-1.51175660717591e+01dB,-2.28309090730177e-01°)
7.70903469064394e+00	(-1.51175663900536e+01dB,-2.28835391949195e-01°)
7.72680585095666e+00	(-1.51175667098173e+01dB,-2.29362906379082e-01°)
7.74461797802482e+00	(-1.51175670310570e+01dB,-2.29891636816286e-01°)
7.76247116628655e+00	(-1.51175673537794e+01dB,-2.30421586063746e-01°)
7.78036551039767e+00	(-1.51175676779914e+01dB,-2.30952756930824e-01°)
7.79830110523222e+00	(-1.51175680036998e+01dB,-2.31485152233381e-01°)
7.81627804588293e+00	(-1.51175683309117e+01dB,-2.32018774793742e-01°)
7.83429642766175e+00	(-1.51175686596338e+01dB,-2.32553627440755e-01°)
7.85235634610034e+00	(-1.51175689898733e+01dB,-2.33089713009798e-01°)
7.87045789695061e+00	(-1.51175693216370e+01dB,-2.33627034342745e-01°)
7.88860117618517e+00	(-1.51175696549321e+01dB,-2.34165594288062e-01°)
7.90678627999787e+00	(-1.51175699897656e+01dB,-2.34705395700737e-01°)
7.92501330480434e+00	(-1.51175703261445e+01dB,-2.35246441442376e-01°)
7.94328234724244e+00	(-1.51175706640761e+01dB,-2.35788734381166e-01°)
7.96159350417281e+00	(-1.51175710035675e+01dB,-2.36332277391890e-01°)
7.97994687267938e+00	(-1.51175713446258e+01dB,-2.36877073355977e-01°)
7.99834255006990e+00	(-1.51175716872584e+01dB,-2.37423125161500e-01°)
8.01678063387641e+00	(-1.51175720314725e+01dB,-2.37970435703148e-01°)
8.03526122185579e+00	(-1.51175723772754e+01dB,-2.38519007882296e-01°)
8.05378441199028e+00	(-1.51175727246744e+01dB,-2.39068844607066e-01°)
8.07235030248799e+00	(-1.51175730736769e+01dB,-2.39619948792188e-01°)
8.09095899178343e+00	(-1.51175734242903e+01dB,-2.40172323359176e-01°)
8.10961057853802e+00	(-1.51175737765221e+01dB,-2.40725971236254e-01°)
8.12830516164060e+00	(-1.51175741303796e+01dB,-2.41280895358384e-01°)
8.14704284020800e+00	(-1.51175744858704e+01dB,-2.41837098667324e-01°)
8.16582371358553e+00	(-1.51175748430021e+01dB,-2.42394584111542e-01°)
8.18464788134750e+00	(-1.51175752017822e+01dB,-2.42953354646397e-01°)
8.20351544329778e+00	(-1.51175755622183e+01dB,-2.43513413234002e-01°)
8.22242649947031e+00	(-1.51175759243181e+01dB,-2.44074762843275e-01°)
8.24138115012962e+00	(-1.51175762880892e+01dB,-2.44637406450030e-01°)
8.26037949577138e+00	(-1.51175766535394e+01dB,-2.45201347036914e-01°)
8.27942163712293e+00	(-1.51175770206764e+01dB,-2.45766587593413e-01°)
8.29850767514382e+00	(-1.51175773895080e+01dB,-2.46333131115996e-01°)
8.31763771102630e+00	(-1.51175777600420e+01dB,-2.46900980607910e-01°)
8.33681184619593e+00	(-1.51175781322862e+01dB,-2.47470139079437e-01°)
8.35603018231207e+00	(-1.51175785062487e+01dB,-2.48040609547750e-01°)
8.37529282126841e+00	(-1.51175788819373e+01dB,-2.48612395036953e-01°)
8.39459986519356e+00	(-1.51175792593599e+01dB,-2.49185498578125e-01°)
8.41395141645154e+00	(-1.51175796385246e+01dB,-2.49759923209398e-01°)
8.43334757764234e+00	(-1.51175800194394e+01dB,-2.50335671975795e-01°)
8.45278845160248e+00	(-1.51175804021124e+01dB,-2.50912747929457e-01°)
8.47227414140554e+00	(-1.51175807865516e+01dB,-2.51491154129494e-01°)
8.49180475036272e+00	(-1.51175811727654e+01dB,-2.52070893642096e-01°)
8.51138038202334e+00	(-1.51175815607618e+01dB,-2.52651969540494e-01°)
8.53100114017547e+00	(-1.51175819505491e+01dB,-2.53234384905047e-01°)
8.55066712884641e+00	(-1.51175823421355e+01dB,-2.53818142823137e-01°)
8.57037845230327e+00	(-1.51175827355293e+01dB,-2.54403246389335e-01°)
8.59013521505353e+00	(-1.51175831307390e+01dB,-2.54989698705317e-01°)
8.60993752184558e+00	(-1.51175835277728e+01dB,-2.55577502879894e-01°)
8.62978547766927e+00	(-1.51175839266392e+01dB,-2.56166662029038e-01°)
8.64967918775650e+00	(-1.51175843273467e+01dB,-2.56757179275935e-01°)
8.66961875758173e+00	(-1.51175847299037e+01dB,-2.57349057750941e-01°)
8.68960429286258e+00	(-1.51175851343187e+01dB,-2.57942300591630e-01°)
8.70963589956037e+00	(-1.51175855406005e+01dB,-2.58536910942804e-01°)
8.72971368388068e+00	(-1.51175859487575e+01dB,-2.59132891956514e-01°)
8.74983775227392e+00	(-1.51175863587984e+01dB,-2.59730246792091e-01°)
8.77000821143590e+00	(-1.51175867707320e+01dB,-2.60328978616115e-01°)
8.79022516830840e+00	(-1.51175871845669e+01dB,-2.60929090602487e-01°)
8.81048873007969e+00	(-1.51175876003120e+01dB,-2.61530585932429e-01°)
8.83079900418518e+00	(-1.51175880179760e+01dB,-2.62133467794430e-01°)
8.85115609830791e+00	(-1.51175884375678e+01dB,-2.62737739384425e-01°)
8.87156012037916e+00	(-1.51175888590963e+01dB,-2.63343403905649e-01°)
8.89201117857903e+00	(-1.51175892825705e+01dB,-2.63950464568739e-01°)
8.91250938133700e+00	(-1.51175897079993e+01dB,-2.64558924591713e-01°)
8.93305483733250e+00	(-1.51175901353917e+01dB,-2.65168787200023e-01°)
8.95364765549548e+00	(-1.51175905647569e+01dB,-2.65780055626524e-01°)
8.97428794500703e+00	(-1.51175909961038e+01dB,-2.66392733111585e-01°)
8.99497581529989e+00	(-1.51175914294418e+01dB,-2.67006822902979e-01°)
9.01571137605911e+00	(-1.51175918647799e+01dB,-2.67622328255991e-01°)
9.03649473722255e+00	(-1.51175923021273e+01dB,-2.68239252433405e-01°)
9.05732600898154e+00	(-1.51175927414935e+01dB,-2.68857598705483e-01°)
9.07820530178139e+00	(-1.51175931828876e+01dB,-2.69477370350111e-01°)
9.09913272632205e+00	(-1.51175936263190e+01dB,-2.70098570652634e-01°)
9.12010839355863e+00	(-1.51175940717972e+01dB,-2.70721202906038e-01°)
9.14113241470203e+00	(-1.51175945193316e+01dB,-2.71345270410861e-01°)
9.16220490121953e+00	(-1.51175949689317e+01dB,-2.71970776475261e-01°)
9.18332596483534e+00	(-1.51175954206069e+01dB,-2.72597724414994e-01°)
9.20449571753124e+00	(-1.51175958743670e+01dB,-2.73226117553490e-01°)
9.22571427154716e+00	(-1.51175963302215e+01dB,-2.73855959221811e-01°)
9.24698173938175e+00	(-1.51175967881800e+01dB,-2.74487252758716e-01°)
9.26829823379301e+00	(-1.51175972482524e+01dB,-2.75120001510642e-01°)
9.28966386779888e+00	(-1.51175977104483e+01dB,-2.75754208831748e-01°)
9.31107875467782e+00	(-1.51175981747775e+01dB,-2.76389878083929e-01°)
9.33254300796943e+00	(-1.51175986412500e+01dB,-2.77027012636781e-01°)
9.35405674147503e+00	(-1.51175991098755e+01dB,-2.77665615867704e-01°)
9.37562006925832e+00	(-1.51175995806640e+01dB,-2.78305691161895e-01°)
9.39723310564589e+00	(-1.51176000536256e+01dB,-2.78947241912333e-01°)
9.41889596522792e+00	(-1.51176005287702e+01dB,-2.79590271519780e-01°)
9.44060876285874e+00	(-1.51176010061079e+01dB,-2.80234783392888e-01°)
9.46237161365744e+00	(-1.51176014856489e+01dB,-2.80880780948154e-01°)
9.48418463300848e+00	(-1.51176019674033e+01dB,-2.81528267609926e-01°)
9.50604793656232e+00	(-1.51176024513813e+01dB,-2.82177246810435e-01°)
9.52796164023602e+00	(-1.51176029375931e+01dB,-2.82827721989857e-01°)
9.54992586021386e+00	(-1.51176034260492e+01dB,-2.83479696596291e-01°)
9.57194071294794e+00	(-1.51176039167598e+01dB,-2.84133174085721e-01°)
9.59400631515883e+00	(-1.51176044097354e+01dB,-2.84788157922175e-01°)
9.61612278383614e+00	(-1.51176049049864e+01dB,-2.85444651577627e-01°)
9.63829023623920e+00	(-1.51176054025234e+01dB,-2.86102658532017e-01°)
9.66050878989762e+00	(-1.51176059023567e+01dB,-2.86762182273390e-01°)
9.68277856261198e+00	(-1.51176064044972e+01dB,-2.87423226297738e-01°)
9.70509967245438e+00	(-1.51176069089554e+01dB,-2.88085794109140e-01°)
9.72747223776914e+00	(-1.51176074157420e+01dB,-2.88749889219802e-01°)
9.74989637717335e+00	(-1.51176079248677e+01dB,-2.89415515149938e-01°)
9.77237220955759e+00	(-1.51176084363434e+01dB,-2.90082675427909e-01°)
9.79489985408647e+00	(-1.51176089501799e+01dB,-2.90751373590246e-01°)
9.81747943019932e+00	(-1.51176094663882e+01dB,-2.91421613181547e-01°)
9.84011105761082e+00	(-1.51176099849790e+01dB,-2.92093397754662e-01°)
9.86279485631158e+00	(-1.51176105059635e+01dB,-2.92766730870548e-01°)
9.88553094656886e+00	(-1.51176110293527e+01dB,-2.93441616098433e-01°)
9.90831944892715e+00	(-1.51176115551577e+01dB,-2.94118057015716e-01°)
9.93116048420881e+00	(-1.51176120833896e+01dB,-2.94796057208108e-01°)
9.95405417351474e+00	(-1.51176126140597e+01dB,-2.95475620269509e-01°)
9.97700063822500e+00	(-1.51176131471792e+01dB,-2.96156749802131e-01°)
9.99999999999947e+00	(-1.51176136827594e+01dB,-2.96839449416480e-01°)
1.00230523807785e+01	(-1.51176142208116e+01dB,-2.97523722731414e-01°)
1.00461579027834e+01	(-1.51176147613473e+01dB,-2.98209573374083e-01°)
1.00693166885175e+01	(-1.51176153043779e+01dB,-2.98897004979990e-01°)
1.00925288607663e+01	(-1.51176158499150e+01dB,-2.99586021193074e-01°)
1.01157945425984e+01	(-1.51176163979701e+01dB,-3.00276625665628e-01°)
1.01391138573662e+01	(-1.51176169485548e+01dB,-3.00968822058337e-01°)
1.01624869287064e+01	(-1.51176175016809e+01dB,-3.01662614040384e-01°)
1.01859138805406e+01	(-1.51176180573600e+01dB,-3.02358005289346e-01°)
1.02093948370762e+01	(-1.51176186156039e+01dB,-3.03054999491296e-01°)
1.02329299228070e+01	(-1.51176191764245e+01dB,-3.03753600340846e-01°)
1.02565192625135e+01	(-1.51176197398336e+01dB,-3.04453811541019e-01°)
1.02801629812642e+01	(-1.51176203058432e+01dB,-3.05155636803461e-01°)
1.03038612044156e+01	(-1.51176208744654e+01dB,-3.05859079848354e-01°)
1.03276140576134e+01	(-1.51176214457121e+01dB,-3.06564144404375e-01°)
1.03514216667929e+01	(-1.51176220195955e+01dB,-3.07270834208925e-01°)
1.03752841581796e+01	(-1.51176225961278e+01dB,-3.07979153007878e-01°)
1.03992016582900e+01	(-1.51176231753211e+01dB,-3.08689104555852e-01°)
1.04231742939325e+01	(-1.51176237571877e+01dB,-3.09400692616042e-01°)
1.04472021922074e+01	(-1.51176243417401e+01dB,-3.10113920960345e-01°)
1.04712854805084e+01	(-1.51176249289906e+01dB,-3.10828793369358e-01°)
1.04954242865226e+01	(-1.51176255189516e+01dB,-3.11545313632338e-01°)
1.05196187382317e+01	(-1.51176261116357e+01dB,-3.12263485547365e-01°)
